return,5.48860
cagr,0.12302
vol,0.09243
sharpe,0.73962
beta,0.43458
alpha,0.09253
te,0.10924
var,-0.06477
ir,-0.38630
tr,1.03183
skew,-0.25276
kurt,4.24156
mer,0.71301
bmer,2.04000
