return,1.93742
cagr,0.07206
vol,0.09779
sharpe,0.21684
beta,0.78040
alpha,0.02917
te,0.07255
var,-0.11965
ir,-0.68488
tr,0.98988
skew,-0.31555
kurt,7.58153
mer,1.12348
bmer,2.04000
