return,1.06203
cagr,0.05164
vol,0.06175
sharpe,0.22540
beta,0.58121
alpha,0.01826
te,0.04887
var,-0.07048
ir,-1.08648
tr,1.00098
skew,-0.00777
kurt,6.08688
mer,1.34501
bmer,2.47000
