m,3m,6m,ytd,y,yy,category
0.42000,1.41000,-2.38000,1.41000,1.43000,0.26000,Canadian Fixed Income
1.84000,4.24000,5.22000,4.24000,7.85000,4.56000,Global Equity
1.98000,6.55000,5.91000,6.55000,13.37000,1.81000,Global Equity
1.29000,1.72000,4.93000,1.72000,6.18000,1.97000,Global Small/Mid Cap Equity
3.48000,7.41000,5.39000,7.41000,13.75000,-0.91000,International Equity
1.23000,3.45000,5.70000,3.45000,11.86000,3.15000,Global Equity Balanced
0.94000,2.71000,3.57000,2.71000,9.26000,2.20000,Global Neutral Balanced
0.73000,2.19000,1.95000,2.19000,7.24000,1.57000,Global Neutral Balanced
0.42000,1.62000,0.71000,1.62000,5.74000,1.43000,Global Fixed Income Balanced
5.51000,14.52000,15.55000,14.52000,35.33000,14.98000,Sector Equity
1.48000,3.04000,2.66000,3.04000,7.95000,1.38000,Canadian Neutral Balanced
1.32000,2.57000,3.65000,2.57000,10.19000,4.81000,Canadian Equity Balanced
0.22000,1.47000,-1.79000,1.47000,2.70000,0.79000,Canadian Fixed Income
0.44000,1.31000,-2.16000,1.31000,1.69000,1.27000,Canadian Fixed Income
1.33000,2.44000,7.08000,2.44000,18.53000,5.24000,Canadian Equity
1.23000,2.15000,6.50000,2.15000,17.25000,4.11000,Canadian Equity
1.42000,-2.10000,-1.34000,-2.10000,12.55000,0.84000,Canadian Small/Mid Cap Equity
0.02000,0.06000,0.12000,0.06000,0.24000,0.25000,Canadian Money Market
0.60000,1.45000,4.96000,1.45000,12.33000,2.98000,Canadian Equity Balanced
2.95000,10.39000,7.44000,10.39000,19.56000,3.38000,Emerging Markets Equity
-1.20000,2.69000,16.52000,2.69000,23.72000,8.97000,Financial Services Equity
1.34000,3.83000,3.32000,3.83000,8.64000,3.32000,Global Neutral Balanced
3.49000,6.66000,8.03000,6.66000,15.21000,3.85000,International Equity
1.76000,4.80000,4.83000,4.80000,12.00000,4.27000,Global Equity
0.93000,2.68000,2.42000,2.68000,7.44000,2.54000,Global Neutral Balanced
0.76000,2.10000,1.92000,2.10000,5.88000,2.06000,Canadian Fixed Income Balanced
0.59000,1.87000,2.38000,1.87000,7.55000,1.90000,Canadian Neutral Balanced
0.06000,0.17000,0.32000,0.17000,0.63000,0.57000,Canadian Money Market
2.06000,10.61000,12.89000,10.61000,23.98000,14.63000,U.S. Equity
0.12000,4.34000,11.08000,4.34000,19.63000,9.45000,U.S. Equity
0.34000,1.53000,0.81000,1.53000,4.09000,1.11000,Canadian Fixed Income Balanced
1.53000,7.54000,8.27000,7.54000,15.82000,8.33000,U.S. Equity
0.11000,4.66000,10.80000,4.66000,18.17000,10.21000,U.S. Equity
0.87000,2.07000,2.23000,2.07000,4.59000,4.16000,Global Small/Mid Cap Equity
0.76000,0.35000,2.00000,0.35000,7.59000,1.52000,Canadian Equity
0.26000,1.40000,0.74000,1.40000,4.24000,0.55000,2035+ Target Date Portfolio
0.80000,1.78000,0.15000,1.78000,6.67000,1.05000,2035+ Target Date Portfolio
1.40000,3.18000,5.24000,3.18000,11.64000,5.53000,Global Equity Balanced
0.79000,2.23000,3.00000,2.23000,7.70000,4.18000,Canadian Fixed Income Balanced
1.69000,3.66000,6.07000,3.66000,12.99000,5.85000,Global Equity
1.57000,3.43000,2.90000,3.43000,7.41000,3.17000,Global Neutral Balanced
1.74000,3.57000,3.02000,3.57000,7.01000,1.89000,Global Equity Balanced
0.59000,1.81000,2.56000,1.81000,8.10000,1.88000,Canadian Neutral Balanced
0.04000,0.79000,-2.07000,0.79000,-0.59000,1.18000,Alternative Strategies
-1.15000,1.52000,10.03000,1.52000,17.55000,8.32000,U.S. Equity
1.38000,-0.14000,2.75000,-0.14000,12.58000,1.50000,Canadian Equity
2.33000,4.38000,11.41000,4.38000,19.63000,5.11000,Canadian Equity
1.43000,0.79000,6.27000,0.79000,12.90000,4.85000,Canadian Dividend & Income Equity
1.65000,3.46000,5.47000,3.46000,13.70000,1.39000,Canadian Equity Balanced
4.31000,9.90000,5.13000,9.90000,15.47000,2.64000,Emerging Markets Equity
1.84000,4.24000,5.21000,4.24000,7.84000,4.55000,Global Equity
1.99000,6.55000,5.91000,6.55000,13.38000,1.80000,Global Equity
-0.14000,0.07000,-1.33000,0.07000,0.14000,-1.08000,Global Fixed Income
3.95000,12.02000,5.42000,12.02000,18.18000,2.30000,International Equity
1.49000,1.83000,2.00000,1.83000,6.32000,3.05000,Canadian Neutral Balanced
1.50000,1.83000,2.00000,1.83000,6.33000,3.07000,Canadian Neutral Balanced
0.19000,3.21000,7.74000,3.21000,14.40000,2.89000,Global Equity
0.96000,1.23000,5.87000,1.23000,19.68000,5.49000,Canadian Equity
0.38000,1.18000,-2.35000,1.18000,1.29000,0.89000,Canadian Fixed Income
0.60000,2.47000,3.21000,2.47000,7.86000,0.29000,Global Equity Balanced
0.52000,1.32000,4.09000,1.32000,11.23000,2.50000,Canadian Neutral Balanced
1.18000,1.96000,2.43000,1.96000,8.61000,2.23000,Canadian Neutral Balanced
0.40000,1.75000,0.67000,1.75000,4.13000,-0.10000,Global Fixed Income Balanced
1.15000,1.98000,3.37000,1.98000,7.55000,2.46000,Global Neutral Balanced
1.43000,2.43000,4.86000,2.43000,10.49000,5.31000,Canadian Equity Balanced
0.83000,2.32000,1.44000,2.32000,6.57000,2.62000,Canadian Fixed Income Balanced
1.51000,4.28000,5.19000,4.28000,13.64000,5.02000,Canadian Equity Balanced
-0.11000,0.09000,-0.03000,0.09000,1.19000,0.11000,Canadian Fixed Income
1.42000,2.19000,1.09000,2.19000,4.02000,0.32000,Alternative Strategies
0.73000,5.37000,12.88000,5.37000,18.81000,8.76000,U.S. Equity
0.47000,0.96000,-2.28000,0.96000,-0.26000,1.07000,Canadian Fixed Income
0.97000,4.40000,5.02000,4.40000,9.38000,4.09000,North American Equity
1.49000,3.30000,9.11000,3.30000,16.79000,8.83000,Canadian Dividend & Income Equity
1.44000,0.95000,4.37000,0.95000,13.91000,3.18000,Canadian Focused Equity
0.77000,3.23000,3.74000,3.23000,7.44000,2.77000,Canadian Neutral Balanced
-0.65000,-4.48000,1.27000,-4.48000,14.38000,-9.67000,Energy Equity
1.28000,5.04000,8.19000,5.04000,15.21000,9.11000,Canadian Dividend & Income Equity
3.95000,10.26000,-0.11000,10.26000,10.26000,-2.63000,Asia Pacific Equity
0.07000,3.74000,4.78000,3.74000,8.65000,5.46000,Global Equity Balanced
0.47000,6.87000,8.43000,6.87000,14.32000,7.45000,Global Equity
3.25000,7.16000,3.94000,7.16000,9.75000,6.63000,Global Infrastructure Equity
4.04000,9.07000,5.29000,9.07000,16.11000,1.49000,Global Equity
0.01000,0.04000,0.11000,0.04000,0.24000,0.16000,Canadian Money Market
3.28000,10.07000,0.00000,10.07000,12.69000,0.62000,U.S. Equity
0.20000,0.81000,1.50000,0.81000,3.90000,-0.89000,Canadian Neutral Balanced
3.22000,11.82000,1.57000,11.82000,11.76000,2.60000,Global Neutral Balanced
4.80000,18.52000,4.38000,18.52000,20.73000,5.30000,Global Equity
-4.55000,3.63000,-3.68000,3.63000,17.49000,7.63000,Natural Resources Equity
-0.21000,6.12000,-16.92000,6.12000,11.09000,14.08000,Commodity
0.89000,2.88000,3.29000,2.88000,7.86000,3.07000,Canadian Neutral Balanced
1.05000,3.79000,4.70000,3.79000,9.37000,4.33000,Tactical Balanced
0.91000,3.43000,3.91000,3.43000,7.94000,3.03000,Tactical Balanced
0.47000,1.03000,2.22000,1.03000,6.79000,-0.65000,Global Equity Balanced
0.70000,1.35000,3.86000,1.35000,10.36000,-0.66000,Canadian Focused Equity
1.32000,4.78000,3.47000,4.78000,9.19000,2.43000,Global Neutral Balanced
1.00000,3.91000,2.69000,3.91000,7.50000,1.95000,Global Neutral Balanced
1.62000,5.86000,4.37000,5.86000,11.06000,3.12000,Global Equity Balanced
-0.22000,2.53000,8.71000,2.53000,18.11000,6.62000,Canadian Equity Balanced
-0.59000,2.82000,11.07000,2.82000,23.47000,8.09000,Canadian Equity
0.30000,2.95000,8.53000,2.95000,15.07000,7.18000,Global Equity Balanced
0.25000,3.63000,11.06000,3.63000,18.99000,8.70000,Global Equity
1.37000,3.42000,6.52000,3.42000,11.54000,4.64000,Canadian Dividend & Income Equity
1.40000,2.63000,6.07000,2.63000,13.62000,5.46000,Canadian Focused Equity
0.04000,0.57000,0.12000,0.57000,0.99000,0.07000,Canadian Short Term Fixed Income
0.93000,2.32000,1.73000,2.32000,7.71000,3.28000,Canadian Neutral Balanced
-0.09000,0.30000,-1.38000,0.30000,-0.56000,0.38000,Global Fixed Income
0.48000,1.38000,-2.24000,1.38000,1.63000,1.18000,Canadian Fixed Income
0.57000,1.95000,1.74000,1.95000,5.93000,-0.02000,Global Neutral Balanced
1.91000,1.32000,7.03000,1.32000,12.01000,5.06000,Canadian Equity
0.08000,1.78000,7.10000,1.78000,15.83000,4.99000,Canadian Equity Balanced
0.45000,2.60000,5.13000,2.60000,11.91000,4.18000,Global Equity Balanced
1.40000,3.98000,3.69000,3.98000,10.67000,4.50000,Global Equity Balanced
1.30000,3.65000,3.99000,3.65000,11.25000,4.13000,Canadian Neutral Balanced
1.72000,4.88000,6.44000,4.88000,16.01000,5.70000,Canadian Equity Balanced
0.01000,0.25000,0.01000,0.25000,1.35000,0.26000,Canadian Fixed Income
0.16000,0.49000,0.35000,0.49000,1.95000,0.85000,Canadian Fixed Income
1.42000,2.39000,1.54000,2.39000,5.15000,1.25000,Alternative Strategies
0.44000,1.07000,-2.24000,1.07000,-0.18000,1.07000,Canadian Fixed Income
1.09000,3.58000,2.90000,3.58000,5.87000,1.92000,Global Neutral Balanced
0.04000,0.66000,-0.64000,0.66000,0.47000,0.05000,Canadian Fixed Income
0.75000,1.37000,3.87000,1.37000,10.46000,-0.58000,Canadian Focused Equity
1.42000,5.09000,8.17000,5.09000,15.04000,8.26000,Canadian Dividend & Income Equity
0.84000,3.20000,3.76000,3.20000,7.57000,2.88000,Canadian Neutral Balanced
1.28000,4.86000,7.62000,4.86000,13.97000,7.91000,Canadian Dividend & Income Equity
4.58000,9.45000,1.47000,9.45000,13.30000,-0.20000,Asia Pacific Equity
0.82000,7.23000,16.16000,7.23000,27.00000,11.77000,Financial Services Equity
0.35000,6.00000,5.26000,6.00000,13.20000,5.63000,Global Equity
0.48000,6.89000,8.39000,6.89000,14.40000,7.63000,Global Equity
-0.68000,2.06000,-0.36000,2.06000,2.43000,2.42000,Real Estate Equity
-0.58000,2.18000,3.27000,2.18000,11.03000,3.03000,High Yield Fixed Income
3.20000,9.89000,0.30000,9.89000,12.87000,0.41000,U.S. Equity
3.36000,10.32000,0.56000,10.32000,14.02000,1.76000,U.S. Equity
0.08000,0.87000,3.21000,0.87000,7.12000,-0.45000,Canadian Focused Equity
4.68000,18.13000,3.74000,18.13000,19.35000,4.08000,Global Equity
0.12000,-0.91000,-2.42000,-0.91000,8.27000,-1.22000,Canadian Small/Mid Cap Equity
1.95000,6.75000,2.54000,6.75000,12.02000,9.04000,Canadian Focused Small/Mid Cap Equity
1.88000,4.18000,5.94000,4.18000,17.75000,6.68000,Canadian Focused Small/Mid Cap Equity
1.40000,3.48000,3.35000,3.48000,7.77000,1.05000,Global Neutral Balanced
0.90000,3.44000,3.99000,3.44000,8.05000,3.10000,Tactical Balanced
0.89000,3.46000,4.06000,3.46000,8.13000,3.14000,Tactical Balanced
1.06000,3.76000,4.56000,3.76000,9.30000,4.22000,Tactical Balanced
0.50000,1.09000,2.31000,1.09000,6.96000,-0.59000,Global Equity Balanced
1.05000,3.83000,2.63000,3.83000,7.34000,1.80000,Global Neutral Balanced
1.22000,4.64000,3.46000,4.64000,9.12000,2.42000,Global Neutral Balanced
1.87000,6.81000,5.23000,6.81000,13.11000,3.86000,Global Equity
-0.24000,2.49000,8.62000,2.49000,17.93000,6.46000,Canadian Equity Balanced
-0.61000,2.78000,10.97000,2.78000,23.27000,7.91000,Canadian Equity
0.29000,2.91000,8.44000,2.91000,14.89000,7.01000,Global Equity Balanced
0.23000,3.58000,10.97000,3.58000,18.80000,8.53000,Global Equity
1.71000,4.34000,6.66000,4.34000,13.35000,5.24000,Canadian Equity Balanced
0.10000,0.83000,0.50000,0.83000,2.24000,1.31000,Canadian Short Term Fixed Income
0.98000,5.50000,10.62000,5.50000,17.46000,7.02000,U.S. Equity
0.98000,2.14000,2.57000,2.14000,6.07000,3.67000,Tactical Balanced
0.75000,1.44000,1.85000,1.44000,6.07000,1.75000,Canadian Neutral Balanced
0.34000,0.99000,-2.46000,0.99000,1.03000,-0.18000,Canadian Fixed Income
0.44000,0.87000,5.51000,0.87000,13.40000,4.71000,Canadian Equity Balanced
1.00000,1.77000,4.70000,1.77000,10.07000,4.03000,Canadian Equity Balanced
0.64000,1.42000,0.74000,1.42000,5.04000,1.38000,Canadian Fixed Income Balanced
3.66000,5.72000,1.60000,5.72000,5.15000,-0.29000,International Equity
1.28000,2.28000,7.16000,2.28000,13.27000,6.56000,Canadian Focused Equity
1.42000,6.39000,8.53000,6.39000,11.43000,1.61000,Global Equity
1.42000,6.38000,8.53000,6.38000,11.46000,1.62000,Global Equity
2.03000,4.90000,6.22000,4.90000,9.37000,6.58000,Global Equity
1.98000,4.54000,5.48000,4.54000,7.91000,5.12000,Global Equity
1.96000,4.51000,5.46000,4.51000,7.83000,5.07000,Global Equity
-0.13000,5.72000,9.26000,5.72000,14.01000,3.77000,U.S. Equity
-0.14000,5.72000,9.22000,5.72000,13.99000,3.74000,U.S. Equity
6.94000,19.63000,10.03000,19.63000,28.46000,5.13000,Geographic Equity
0.25000,4.03000,9.99000,4.03000,17.00000,10.55000,U.S. Equity
1.05000,2.94000,3.58000,2.94000,9.54000,3.87000,Canadian Neutral Balanced
0.95000,1.94000,7.36000,1.94000,15.78000,5.36000,Canadian Dividend & Income Equity
4.04000,5.64000,4.18000,5.64000,5.40000,1.41000,European Equity
1.06000,4.01000,10.41000,4.01000,16.98000,7.89000,Global Equity
0.44000,1.80000,0.90000,1.80000,4.82000,2.61000,Canadian Fixed Income Balanced
0.27000,1.10000,-2.35000,1.10000,0.95000,0.69000,Canadian Fixed Income
1.70000,6.02000,6.11000,6.02000,14.03000,7.75000,Global Equity
-0.10000,2.72000,3.90000,2.72000,3.40000,2.59000,U.S. Equity
-0.08000,2.78000,4.01000,2.78000,3.61000,2.80000,U.S. Equity
-0.36000,1.29000,4.86000,1.29000,15.20000,6.04000,High Yield Fixed Income
0.73000,3.19000,-0.18000,3.19000,4.50000,-0.13000,Global Neutral Balanced
0.52000,1.80000,0.80000,1.80000,5.34000,1.24000,Canadian Fixed Income Balanced
0.63000,1.64000,0.50000,1.64000,5.42000,1.93000,Canadian Fixed Income Balanced
0.84000,2.16000,1.08000,2.16000,6.78000,2.13000,Global Neutral Balanced
0.88000,2.15000,1.89000,2.15000,7.98000,3.05000,Global Neutral Balanced
0.88000,2.14000,1.87000,2.14000,7.97000,3.05000,Global Neutral Balanced
0.89000,1.80000,1.36000,1.80000,8.08000,2.25000,Canadian Equity Balanced
0.08000,1.52000,0.84000,1.52000,7.61000,1.51000,Canadian Neutral Balanced
0.07000,1.47000,0.74000,1.47000,7.39000,1.29000,Canadian Neutral Balanced
0.08000,1.52000,0.84000,1.52000,7.61000,1.51000,Canadian Neutral Balanced
1.05000,1.61000,4.13000,1.61000,12.98000,3.15000,Canadian Equity
-0.17000,3.96000,6.00000,3.96000,16.72000,7.82000,Canadian Focused Equity
0.98000,0.22000,2.62000,0.22000,6.72000,5.04000,Canadian Focused Equity
1.32000,1.23000,3.17000,1.23000,20.62000,6.64000,Canadian Small/Mid Cap Equity
0.98000,3.12000,2.36000,3.12000,7.47000,2.50000,Short Term Target Date Portfolio
1.10000,3.44000,2.74000,3.44000,8.37000,2.76000,Short Term Target Date Portfolio
1.18000,3.67000,3.27000,3.67000,9.16000,2.99000,2025 Target Date Portfolio
1.46000,4.38000,5.11000,4.38000,11.77000,3.94000,2035 Target Date Portfolio
0.34000,0.75000,3.11000,0.75000,8.37000,5.08000,Canadian Dividend & Income Equity
0.34000,0.76000,3.12000,0.76000,8.38000,5.09000,Canadian Dividend & Income Equity
0.68000,1.28000,0.81000,1.28000,5.65000,3.91000,Canadian Focused Equity
3.96000,7.73000,6.21000,7.73000,3.98000,-2.94000,European Equity
0.98000,2.14000,2.57000,2.14000,6.08000,3.68000,Tactical Balanced
0.75000,1.44000,1.85000,1.44000,6.07000,1.74000,Canadian Neutral Balanced
1.36000,1.11000,5.46000,1.11000,11.21000,5.47000,Canadian Equity
0.47000,0.86000,7.44000,0.86000,16.63000,5.92000,Canadian Dividend & Income Equity
1.16000,1.98000,6.37000,1.98000,12.26000,5.03000,Canadian Focused Equity
0.64000,1.42000,0.74000,1.42000,5.04000,1.38000,Canadian Fixed Income Balanced
1.03000,2.00000,3.18000,2.00000,8.83000,3.13000,Canadian Equity Balanced
1.87000,4.38000,4.16000,4.38000,16.56000,6.87000,Canadian Small/Mid Cap Equity
1.54000,6.78000,9.33000,6.78000,13.05000,3.11000,Global Equity
1.96000,4.51000,5.46000,4.51000,7.84000,5.07000,Global Equity
1.91000,4.48000,5.42000,4.48000,7.82000,5.04000,Global Equity
2.08000,4.95000,6.29000,4.95000,9.46000,6.59000,Global Equity
0.14000,5.05000,11.49000,5.05000,18.24000,7.70000,U.S. Equity
6.92000,18.28000,11.45000,18.28000,31.53000,7.59000,Geographic Equity
0.95000,1.55000,0.93000,1.55000,4.19000,1.05000,Canadian Equity
1.92000,8.77000,6.35000,8.77000,20.68000,4.92000,Asia Pacific Equity
0.27000,1.11000,-1.68000,1.11000,1.68000,0.80000,Canadian Fixed Income
1.09000,1.31000,6.17000,1.31000,16.25000,4.03000,Canadian Equity
0.44000,1.38000,1.46000,1.38000,5.80000,2.28000,Canadian Fixed Income Balanced
0.93000,3.42000,3.89000,3.42000,10.41000,4.73000,Global Equity Balanced
0.57000,2.13000,2.29000,2.13000,9.27000,3.93000,Canadian Neutral Balanced
0.61000,1.52000,3.71000,1.52000,14.87000,4.58000,Canadian Equity
-0.29000,4.28000,8.21000,4.28000,13.99000,4.42000,U.S. Equity
-0.22000,3.71000,2.50000,3.71000,0.98000,0.12000,U.S. Equity
-0.20000,3.77000,2.61000,3.77000,1.19000,0.32000,U.S. Equity
0.85000,2.21000,1.18000,2.21000,7.00000,2.34000,Global Neutral Balanced
0.74000,2.23000,1.98000,2.23000,7.55000,1.86000,Global Neutral Balanced
0.65000,1.71000,0.64000,1.71000,5.70000,2.20000,Canadian Fixed Income Balanced
0.65000,1.71000,0.63000,1.71000,5.69000,2.19000,Canadian Fixed Income Balanced
0.86000,2.22000,1.19000,2.22000,7.02000,2.35000,Global Neutral Balanced
0.85000,2.08000,1.75000,2.08000,7.68000,2.76000,Global Neutral Balanced
0.87000,1.75000,1.25000,1.75000,7.85000,2.03000,Canadian Equity Balanced
0.06000,1.47000,0.73000,1.47000,7.39000,1.29000,Canadian Neutral Balanced
-0.04000,2.50000,-0.52000,2.50000,5.09000,-0.94000,Canadian Neutral Balanced
0.08000,1.52000,0.84000,1.52000,7.61000,1.51000,Canadian Neutral Balanced
0.24000,1.21000,-2.34000,1.21000,1.27000,0.35000,Canadian Fixed Income
-0.19000,3.90000,5.89000,3.90000,16.49000,7.61000,Canadian Focused Equity
0.97000,0.16000,2.51000,0.16000,6.48000,4.82000,Canadian Focused Equity
0.01000,0.03000,0.05000,0.03000,0.10000,0.11000,Canadian Money Market
0.06000,0.63000,-0.09000,0.63000,0.78000,0.46000,Canadian Short Term Fixed Income
1.08000,3.38000,2.64000,3.38000,8.15000,2.55000,Short Term Target Date Portfolio
1.16000,3.61000,3.15000,3.61000,8.91000,2.76000,2025 Target Date Portfolio
1.26000,3.88000,3.83000,3.88000,9.95000,3.17000,2030 Target Date Portfolio
0.53000,1.83000,0.65000,1.83000,4.10000,1.17000,Canadian Fixed Income Balanced
0.32000,0.70000,3.01000,0.70000,8.15000,4.86000,Canadian Dividend & Income Equity
0.66000,1.23000,0.70000,1.23000,5.44000,3.70000,Canadian Focused Equity
4.09000,6.70000,7.66000,6.70000,6.47000,-0.54000,European Equity
4.77000,12.50000,3.15000,12.50000,14.52000,3.13000,Asia Pacific ex-Japan Equity
4.64000,13.59000,1.77000,13.59000,11.84000,0.64000,Asia Pacific ex-Japan Equity
0.98000,4.85000,2.49000,4.85000,5.55000,0.83000,Global Equity Balanced
0.82000,4.03000,0.01000,4.03000,4.81000,0.07000,Global Neutral Balanced
0.84000,4.08000,0.12000,4.08000,5.04000,0.29000,Global Neutral Balanced
0.87000,3.67000,4.21000,3.67000,8.29000,4.69000,Global Equity
1.65000,7.01000,11.59000,7.01000,19.51000,8.38000,Global Equity
1.20000,4.06000,2.92000,4.06000,10.01000,3.29000,Global Equity Balanced
0.52000,3.06000,-0.93000,3.06000,2.74000,-0.25000,Global Fixed Income Balanced
0.54000,3.11000,-0.81000,3.11000,2.98000,-0.02000,Global Fixed Income Balanced
0.67000,2.14000,0.55000,2.14000,5.46000,2.46000,Global Fixed Income Balanced
0.46000,3.43000,0.33000,3.43000,4.75000,1.89000,Global Neutral Balanced
0.47000,3.49000,0.43000,3.49000,4.96000,2.09000,Global Neutral Balanced
0.31000,0.88000,-0.62000,0.88000,4.06000,1.63000,Canadian Fixed Income Balanced
0.58000,1.64000,0.27000,1.64000,4.99000,1.92000,Global Fixed Income Balanced
0.56000,1.58000,0.16000,1.58000,4.75000,1.69000,Global Fixed Income Balanced
0.48000,1.16000,0.58000,1.16000,5.45000,2.76000,Canadian Neutral Balanced
0.50000,1.22000,0.69000,1.22000,5.68000,2.99000,Canadian Neutral Balanced
0.48000,1.16000,0.57000,1.16000,5.44000,2.76000,Canadian Neutral Balanced
0.93000,2.24000,2.57000,2.24000,5.30000,4.90000,Global Small/Mid Cap Equity
0.95000,2.30000,2.69000,2.30000,5.55000,5.15000,Global Small/Mid Cap Equity
0.68000,2.31000,2.51000,2.31000,3.40000,2.25000,Global Small/Mid Cap Equity
0.93000,2.23000,2.57000,2.23000,5.27000,4.88000,Global Small/Mid Cap Equity
0.95000,2.29000,2.68000,2.29000,5.52000,5.13000,Global Small/Mid Cap Equity
2.37000,3.04000,4.41000,3.04000,6.72000,3.04000,U.S. Small/Mid Cap Equity
2.23000,3.97000,2.89000,3.97000,4.01000,0.35000,U.S. Small/Mid Cap Equity
2.24000,4.02000,3.00000,4.02000,4.23000,0.57000,U.S. Small/Mid Cap Equity
-0.25000,5.86000,6.82000,5.86000,17.84000,7.58000,Canadian Focused Small/Mid Cap Equity
-0.23000,5.92000,6.94000,5.92000,18.09000,7.81000,Canadian Focused Small/Mid Cap Equity
0.84000,0.59000,2.49000,0.59000,8.62000,2.49000,Canadian Equity
-0.42000,-3.03000,-2.84000,-3.03000,7.86000,0.39000,Canadian Small/Mid Cap Equity
2.62000,9.47000,8.46000,9.47000,15.95000,6.90000,Global Equity
1.21000,3.03000,3.85000,3.03000,11.62000,4.00000,Canadian Equity Balanced
0.81000,2.20000,3.06000,2.20000,9.61000,2.85000,Canadian Neutral Balanced
0.47000,1.43000,4.31000,1.43000,11.76000,3.03000,Canadian Neutral Balanced
1.25000,1.30000,6.13000,1.30000,15.87000,4.88000,Canadian Equity
0.14000,1.33000,-1.09000,1.33000,4.14000,0.68000,Canadian Fixed Income
0.60000,3.42000,10.55000,3.42000,17.24000,2.50000,Global Equity
0.70000,2.62000,3.43000,2.62000,8.40000,0.80000,Global Equity Balanced
0.59000,2.18000,2.04000,2.18000,6.61000,0.65000,Global Neutral Balanced
0.94000,3.89000,6.58000,3.89000,12.29000,1.23000,Global Equity
0.50000,2.01000,0.92000,2.01000,4.84000,0.54000,Global Fixed Income Balanced
0.41000,2.10000,1.10000,2.10000,5.11000,0.82000,Global Fixed Income Balanced
0.02000,3.05000,6.42000,3.05000,15.23000,7.93000,U.S. Equity
1.62000,4.05000,8.09000,4.05000,15.23000,-0.51000,U.S. Small/Mid Cap Equity
3.01000,7.29000,1.51000,7.29000,6.89000,6.49000,International Equity
0.84000,2.46000,5.02000,2.46000,10.80000,2.99000,Global Equity Balanced
0.85000,2.49000,5.08000,2.49000,10.92000,3.10000,Global Equity Balanced
1.10000,3.02000,7.10000,3.02000,14.20000,4.05000,Global Equity
1.11000,3.05000,7.15000,3.05000,14.31000,4.15000,Global Equity
1.11000,3.85000,3.89000,3.85000,8.08000,3.32000,Global Equity Balanced
0.95000,3.03000,1.38000,3.03000,7.32000,2.54000,Global Neutral Balanced
0.97000,3.09000,1.49000,3.09000,7.56000,2.76000,Global Neutral Balanced
0.97000,3.10000,1.51000,3.10000,7.60000,2.79000,Global Neutral Balanced
0.74000,4.67000,2.81000,4.67000,5.76000,2.16000,Global Equity
1.52000,8.04000,10.09000,8.04000,16.72000,5.77000,Global Equity
1.22000,4.12000,3.03000,4.12000,10.25000,3.51000,Global Equity Balanced
0.67000,2.13000,0.54000,2.13000,5.45000,2.45000,Global Fixed Income Balanced
0.65000,2.08000,0.43000,2.08000,5.22000,2.23000,Global Fixed Income Balanced
0.58000,2.45000,1.69000,2.45000,7.26000,4.40000,Global Neutral Balanced
0.60000,2.50000,1.80000,2.50000,7.47000,4.61000,Global Neutral Balanced
1.11000,2.88000,2.58000,2.88000,9.57000,3.18000,Global Equity Balanced
0.33000,0.93000,-0.52000,0.93000,4.28000,1.85000,Canadian Fixed Income Balanced
0.46000,2.61000,-1.08000,2.61000,2.53000,-0.54000,Global Fixed Income Balanced
0.58000,1.64000,0.28000,1.64000,5.00000,1.92000,Global Fixed Income Balanced
0.50000,1.21000,0.69000,1.21000,5.67000,2.99000,Canadian Neutral Balanced
0.50000,1.21000,0.69000,1.21000,5.68000,2.99000,Canadian Neutral Balanced
0.48000,1.16000,0.58000,1.16000,5.46000,2.78000,Canadian Neutral Balanced
0.80000,3.22000,1.19000,3.22000,2.83000,2.37000,Global Small/Mid Cap Equity
0.82000,3.28000,1.31000,3.28000,3.08000,2.62000,Global Small/Mid Cap Equity
0.70000,2.38000,2.64000,2.38000,3.65000,2.51000,Global Small/Mid Cap Equity
0.80000,3.22000,1.18000,3.22000,2.81000,2.36000,Global Small/Mid Cap Equity
0.82000,3.27000,1.29000,3.27000,3.05000,2.60000,Global Small/Mid Cap Equity
2.35000,2.98000,4.29000,2.98000,6.50000,2.83000,U.S. Small/Mid Cap Equity
2.37000,3.03000,4.40000,3.03000,6.73000,3.05000,U.S. Small/Mid Cap Equity
-0.12000,4.85000,8.28000,4.85000,20.66000,10.24000,Canadian Focused Small/Mid Cap Equity
-0.11000,4.91000,8.40000,4.91000,20.91000,10.47000,Canadian Focused Small/Mid Cap Equity
0.82000,0.53000,2.38000,0.53000,8.40000,2.27000,Canadian Equity
0.21000,5.68000,3.89000,5.68000,11.73000,4.48000,U.S. Equity
-0.34000,-2.83000,-2.43000,-2.83000,8.75000,1.23000,Canadian Small/Mid Cap Equity
2.57000,9.71000,9.67000,9.71000,16.94000,7.81000,Global Equity
2.60000,5.81000,9.17000,5.81000,17.66000,7.17000,Global Equity
0.49000,3.27000,7.04000,3.27000,17.89000,3.79000,Canadian Equity Balanced
0.25000,1.50000,8.90000,1.50000,0.00000,0.00000,Canadian Dividend & Income Equity
1.35000,1.63000,6.82000,1.63000,17.40000,6.26000,Canadian Equity
0.16000,1.91000,7.41000,1.91000,16.54000,5.63000,Canadian Equity Balanced
0.58000,3.40000,10.43000,3.40000,17.31000,2.65000,Global Equity
0.74000,2.65000,3.59000,2.65000,8.61000,0.94000,Global Equity Balanced
0.70000,2.27000,2.22000,2.27000,6.95000,0.88000,Global Neutral Balanced
0.50000,2.03000,0.94000,2.03000,4.89000,0.56000,Global Fixed Income Balanced
