m,3m,6m,ytd,y,yy,category
-0.90000,2.94000,10.07000,2.94000,17.48000,7.02000,U.S. Equity
-0.31000,2.10000,3.56000,2.10000,13.83000,3.80000,High Yield Fixed Income
1.02000,0.77000,-2.31000,0.77000,0.37000,-7.64000,Alternative Strategies
1.92000,1.78000,10.18000,1.78000,23.43000,6.40000,Canadian Equity
0.52000,1.42000,0.84000,1.42000,4.34000,0.99000,Short Term Target Date Portfolio
0.62000,1.67000,1.78000,1.67000,5.90000,1.45000,2025 Target Date Portfolio
0.64000,1.72000,1.89000,1.72000,6.12000,1.67000,2025 Target Date Portfolio
0.74000,1.98000,2.67000,1.98000,7.44000,2.05000,2030 Target Date Portfolio
0.80000,2.11000,3.25000,2.11000,8.73000,2.47000,2035 Target Date Portfolio
0.83000,2.05000,3.50000,2.05000,9.70000,2.47000,2035+ Target Date Portfolio
0.88000,2.12000,3.94000,2.12000,10.81000,2.77000,2035+ Target Date Portfolio
0.92000,2.24000,4.19000,2.24000,11.33000,3.26000,2035+ Target Date Portfolio
0.96000,2.27000,4.56000,2.27000,12.00000,3.31000,2035+ Target Date Portfolio
0.90000,2.12000,3.88000,2.12000,11.13000,3.27000,Global Equity Balanced
0.89000,2.09000,3.82000,2.09000,11.01000,3.15000,Global Equity Balanced
1.08000,2.42000,5.55000,2.42000,14.31000,4.12000,Global Equity
1.34000,6.48000,10.58000,6.48000,20.68000,8.09000,U.S. Equity
0.56000,2.87000,5.90000,2.87000,12.37000,4.41000,Canadian Equity Balanced
0.58000,2.93000,6.01000,2.93000,12.61000,4.63000,Canadian Equity Balanced
0.71000,1.89000,2.53000,1.89000,7.18000,1.97000,Global Neutral Balanced
1.59000,2.57000,2.95000,2.57000,8.70000,1.16000,Canadian Neutral Balanced
1.61000,2.62000,3.06000,2.62000,8.93000,1.38000,Canadian Neutral Balanced
0.94000,3.16000,9.20000,3.16000,17.29000,6.50000,Canadian Focused Equity
0.54000,1.18000,2.28000,1.18000,6.38000,2.05000,Canadian Neutral Balanced
-0.85000,2.28000,9.12000,2.28000,18.00000,6.48000,U.S. Equity
-0.95000,0.71000,11.73000,0.71000,20.92000,8.00000,U.S. Equity
-0.34000,0.55000,8.64000,0.55000,17.73000,7.11000,U.S. Equity
0.08000,0.42000,-0.52000,0.42000,0.14000,0.61000,Canadian Short Term Fixed Income
0.89000,0.71000,8.90000,0.71000,23.06000,7.50000,Canadian Equity
0.28000,2.16000,1.45000,2.16000,7.55000,3.13000,High Yield Fixed Income
0.47000,2.31000,11.92000,2.31000,19.18000,7.12000,Canadian Dividend & Income Equity
0.39000,1.16000,-2.39000,1.16000,1.21000,0.80000,Canadian Fixed Income
0.35000,1.58000,2.15000,1.58000,8.59000,6.08000,High Yield Fixed Income
0.34000,1.07000,-1.85000,1.07000,1.31000,1.05000,Canadian Fixed Income
1.33000,2.40000,7.03000,2.40000,18.54000,5.23000,Canadian Equity
0.53000,2.76000,4.29000,2.76000,11.44000,3.58000,Canadian Fixed Income Balanced
1.65000,3.36000,9.79000,3.36000,23.63000,9.00000,Sector Equity
1.13000,4.61000,8.67000,4.61000,16.61000,6.89000,Global Equity
3.70000,8.23000,3.82000,8.23000,15.00000,9.24000,Sector Equity
3.42000,5.89000,11.79000,5.89000,19.83000,4.32000,International Equity
3.02000,5.60000,12.15000,5.60000,18.81000,2.19000,International Equity
1.89000,5.82000,9.91000,5.82000,18.11000,7.95000,Global Equity
0.04000,0.11000,0.22000,0.11000,0.39000,0.40000,Canadian Money Market
1.82000,7.59000,13.10000,7.59000,21.58000,1.07000,Preferred Share Fixed Income
-0.13000,3.34000,15.05000,3.34000,23.44000,12.11000,Financial Services Equity
0.22000,3.51000,4.00000,3.51000,9.54000,3.20000,Real Estate Equity
1.51000,2.21000,3.58000,2.21000,16.23000,3.13000,Canadian Small/Mid Cap Equity
1.12000,6.13000,6.67000,6.13000,12.63000,2.64000,Preferred Share Fixed Income
-0.06000,1.00000,1.95000,1.00000,7.41000,2.08000,High Yield Fixed Income
-0.21000,2.43000,11.76000,2.43000,21.49000,10.27000,U.S. Equity
-0.33000,2.04000,3.21000,2.04000,13.20000,3.54000,High Yield Fixed Income
-0.35000,1.01000,-3.08000,1.01000,1.84000,1.26000,Global Fixed Income
1.01000,1.42000,0.15000,1.42000,3.27000,-6.11000,Alternative Strategies
0.51000,1.38000,0.76000,1.38000,4.17000,0.82000,Short Term Target Date Portfolio
0.52000,1.43000,0.86000,1.43000,4.39000,1.04000,Short Term Target Date Portfolio
0.63000,1.71000,1.86000,1.71000,6.06000,1.61000,2025 Target Date Portfolio
0.71000,1.88000,2.48000,1.88000,7.04000,1.67000,2030 Target Date Portfolio
0.77000,2.02000,3.06000,2.02000,8.33000,2.10000,2035 Target Date Portfolio
0.81000,2.12000,3.27000,2.12000,8.78000,2.52000,2035 Target Date Portfolio
0.87000,2.17000,3.74000,2.17000,10.22000,2.95000,2035+ Target Date Portfolio
0.92000,2.22000,4.14000,2.22000,11.22000,3.15000,2035+ Target Date Portfolio
0.93000,2.18000,4.37000,2.18000,11.59000,2.93000,2035+ Target Date Portfolio
0.97000,2.31000,4.65000,2.31000,12.18000,3.48000,2035+ Target Date Portfolio
0.85000,2.00000,3.63000,2.00000,10.60000,2.77000,Global Equity Balanced
1.08000,2.40000,5.50000,2.40000,14.20000,4.02000,Global Equity
1.31000,6.37000,10.37000,6.37000,20.22000,7.67000,U.S. Equity
1.35000,6.52000,10.66000,6.52000,20.87000,8.26000,U.S. Equity
0.58000,2.91000,5.99000,2.91000,12.54000,4.57000,Canadian Equity Balanced
0.70000,1.85000,2.45000,1.85000,7.02000,1.82000,Global Neutral Balanced
0.71000,1.90000,2.55000,1.90000,7.24000,2.03000,Global Neutral Balanced
1.61000,2.61000,3.03000,2.61000,8.87000,1.32000,Canadian Neutral Balanced
0.91000,3.06000,9.00000,3.06000,16.85000,6.09000,Canadian Focused Equity
0.95000,3.18000,9.26000,3.18000,17.41000,6.61000,Canadian Focused Equity
1.18000,1.53000,4.51000,1.53000,11.21000,2.43000,Canadian Equity
1.22000,1.65000,4.76000,1.65000,11.75000,2.93000,Canadian Equity
0.73000,0.85000,5.45000,0.85000,13.07000,1.91000,Canadian Equity
-2.28000,-7.22000,-0.63000,-7.22000,25.10000,3.41000,Natural Resources Equity
-2.22000,-7.05000,-0.27000,-7.05000,26.02000,4.17000,Natural Resources Equity
0.52000,-0.03000,3.05000,-0.03000,13.53000,1.59000,Canadian Focused Equity
0.35000,1.05000,-0.52000,1.05000,2.16000,-0.01000,Canadian Fixed Income Balanced
0.37000,1.10000,-0.42000,1.10000,2.38000,0.20000,Canadian Fixed Income Balanced
0.22000,0.75000,-3.01000,0.75000,-0.30000,-0.78000,Canadian Fixed Income
0.23000,0.78000,-2.96000,0.78000,-0.19000,-0.67000,Canadian Fixed Income
0.18000,0.63000,-3.10000,0.63000,-0.28000,-0.97000,Canadian Fixed Income
0.52000,1.61000,2.74000,1.61000,7.28000,1.08000,Canadian Neutral Balanced
0.54000,1.67000,2.85000,1.67000,7.51000,1.29000,Canadian Neutral Balanced
0.60000,1.11000,7.38000,1.11000,15.86000,4.45000,Canadian Dividend & Income Equity
1.09000,2.44000,7.44000,2.44000,14.76000,5.12000,Canadian Dividend & Income Equity
1.14000,2.58000,7.73000,2.58000,15.37000,5.69000,Canadian Dividend & Income Equity
0.93000,2.08000,2.82000,2.08000,8.17000,2.01000,Canadian Equity Balanced
0.29000,0.86000,-2.44000,0.86000,0.33000,-0.76000,Canadian Fixed Income
0.29000,0.85000,-2.47000,0.85000,0.28000,-0.82000,Canadian Fixed Income
0.87000,3.57000,2.62000,3.57000,4.45000,4.02000,Global Equity
1.53000,4.59000,3.95000,4.59000,7.94000,4.69000,Global Equity Balanced
1.95000,5.32000,5.83000,5.32000,12.47000,0.56000,Global Equity
0.46000,1.91000,1.33000,1.91000,7.19000,2.05000,Canadian Equity Balanced
0.49000,2.00000,1.50000,2.00000,7.55000,2.39000,Canadian Equity Balanced
3.66000,6.12000,2.94000,6.12000,8.43000,2.23000,Global Infrastructure Equity
0.35000,2.95000,6.39000,2.95000,12.04000,0.62000,North American Equity
0.39000,3.08000,6.65000,3.08000,12.58000,1.10000,North American Equity
0.77000,1.07000,4.34000,1.07000,9.87000,5.62000,Canadian Equity Balanced
0.80000,0.16000,4.69000,0.16000,16.51000,4.94000,Canadian Small/Mid Cap Equity
0.85000,0.29000,4.96000,0.29000,17.12000,5.49000,Canadian Small/Mid Cap Equity
0.69000,2.00000,1.48000,2.00000,6.38000,2.19000,Canadian Fixed Income Balanced
0.35000,0.90000,1.01000,0.90000,4.83000,1.58000,Canadian Fixed Income Balanced
3.09000,4.34000,2.41000,4.34000,6.74000,-1.42000,International Equity
3.15000,4.51000,2.74000,4.51000,7.43000,-0.77000,International Equity
3.09000,6.81000,6.92000,6.81000,15.28000,1.23000,International Equity
1.81000,1.59000,3.35000,1.59000,13.64000,7.58000,Canadian Focused Small/Mid Cap Equity
1.86000,1.76000,3.68000,1.76000,14.36000,8.27000,Canadian Focused Small/Mid Cap Equity
0.49000,1.33000,0.80000,1.33000,4.10000,0.79000,Canadian Fixed Income Balanced
0.01000,0.02000,0.03000,0.02000,0.07000,0.08000,Canadian Money Market
0.01000,0.02000,0.03000,0.02000,0.07000,0.08000,Canadian Money Market
0.16000,0.44000,-1.10000,0.44000,-0.77000,-0.67000,Canadian Fixed Income
-2.44000,9.05000,-12.07000,9.05000,27.15000,25.61000,Precious Metals Equity
-2.37000,9.25000,-11.74000,9.25000,28.09000,26.54000,Precious Metals Equity
0.29000,0.29000,1.22000,0.29000,2.32000,1.78000,Miscellaneous - Income and Real Property
3.07000,9.06000,9.92000,9.06000,20.90000,11.17000,Sector Equity
2.24000,4.56000,5.25000,4.56000,20.21000,2.29000,Global Small/Mid Cap Equity
2.29000,4.72000,5.58000,4.72000,20.98000,2.94000,Global Small/Mid Cap Equity
-0.79000,2.52000,10.22000,2.52000,13.17000,5.36000,U.S. Equity
1.11000,7.71000,10.79000,7.71000,20.64000,6.66000,U.S. Equity
1.15000,7.83000,11.04000,7.83000,21.17000,7.14000,U.S. Equity
1.21000,1.62000,4.70000,1.62000,11.62000,2.81000,Canadian Equity
0.70000,0.76000,5.25000,0.76000,12.66000,1.54000,Canadian Equity
0.74000,0.88000,5.51000,0.88000,13.20000,2.03000,Canadian Equity
-2.23000,-7.10000,-0.38000,-7.10000,25.76000,3.95000,Natural Resources Equity
0.49000,-0.12000,2.86000,-0.12000,13.11000,1.22000,Canadian Focused Equity
0.54000,0.01000,3.13000,0.01000,13.72000,1.76000,Canadian Focused Equity
0.36000,1.09000,-0.45000,1.09000,2.32000,0.14000,Canadian Fixed Income Balanced
0.65000,1.77000,3.43000,1.77000,8.59000,2.07000,Canadian Equity Balanced
0.23000,0.76000,-2.99000,0.76000,-0.24000,-0.73000,Canadian Fixed Income
0.18000,0.62000,-3.13000,0.62000,-0.34000,-1.03000,Canadian Fixed Income
0.19000,0.65000,-3.07000,0.65000,-0.23000,-0.92000,Canadian Fixed Income
0.54000,1.65000,2.82000,1.65000,7.45000,1.24000,Canadian Neutral Balanced
0.56000,1.01000,7.17000,1.01000,15.42000,4.05000,Canadian Dividend & Income Equity
0.60000,1.13000,7.43000,1.13000,15.98000,4.55000,Canadian Dividend & Income Equity
1.12000,2.54000,7.64000,2.54000,15.18000,5.51000,Canadian Dividend & Income Equity
0.92000,2.04000,2.74000,2.04000,8.00000,1.85000,Canadian Equity Balanced
0.94000,2.09000,2.85000,2.09000,8.23000,2.06000,Canadian Equity Balanced
0.30000,0.87000,-2.41000,0.87000,0.39000,-0.70000,Canadian Fixed Income
0.82000,3.43000,2.35000,3.43000,3.90000,3.48000,Global Equity
0.88000,3.61000,2.70000,3.61000,4.62000,4.20000,Global Equity
1.92000,5.22000,5.64000,5.22000,12.06000,0.19000,Global Equity
1.97000,5.36000,5.92000,5.36000,12.66000,0.73000,Global Equity
0.49000,1.98000,1.47000,1.98000,7.49000,2.34000,Canadian Equity Balanced
3.63000,6.03000,2.77000,6.03000,8.07000,1.88000,Global Infrastructure Equity
3.68000,6.18000,3.06000,6.18000,8.68000,2.46000,Global Infrastructure Equity
0.38000,3.05000,6.59000,3.05000,12.46000,1.00000,North American Equity
0.76000,1.03000,4.25000,1.03000,9.70000,5.45000,Canadian Equity Balanced
0.78000,1.08000,4.37000,1.08000,9.93000,5.68000,Canadian Equity Balanced
0.83000,0.22000,4.83000,0.22000,16.82000,5.22000,Canadian Small/Mid Cap Equity
0.68000,1.99000,1.45000,1.99000,6.32000,2.13000,Canadian Fixed Income Balanced
0.34000,0.88000,0.98000,0.88000,4.78000,1.52000,Canadian Fixed Income Balanced
0.35000,0.91000,1.04000,0.91000,4.89000,1.64000,Canadian Fixed Income Balanced
3.13000,4.45000,2.63000,4.45000,7.20000,-0.99000,International Equity
3.05000,6.70000,6.70000,6.70000,14.80000,0.80000,International Equity
3.11000,6.87000,7.04000,6.87000,15.53000,1.44000,International Equity
1.84000,1.70000,3.57000,1.70000,14.12000,8.04000,Canadian Focused Small/Mid Cap Equity
0.48000,1.29000,0.72000,1.29000,3.94000,0.64000,Canadian Fixed Income Balanced
0.50000,1.35000,0.83000,1.35000,4.16000,0.85000,Canadian Fixed Income Balanced
0.16000,0.42000,-1.13000,0.42000,-0.82000,-0.72000,Canadian Fixed Income
0.17000,0.45000,-1.07000,0.45000,-0.71000,-0.61000,Canadian Fixed Income
-2.39000,9.19000,-11.84000,9.19000,27.82000,26.27000,Precious Metals Equity
0.26000,0.18000,1.01000,0.18000,1.89000,1.35000,Miscellaneous - Income and Real Property
0.30000,0.32000,1.26000,0.32000,2.41000,1.87000,Miscellaneous - Income and Real Property
3.13000,9.23000,10.26000,9.23000,21.64000,11.85000,Sector Equity
2.27000,4.67000,5.47000,4.67000,20.72000,2.73000,Global Small/Mid Cap Equity
-0.81000,2.45000,10.07000,2.45000,12.86000,5.06000,U.S. Equity
-0.77000,2.57000,10.31000,2.57000,13.36000,5.53000,U.S. Equity
1.14000,7.79000,10.94000,7.79000,20.97000,6.96000,U.S. Equity
1.04000,2.30000,5.30000,2.30000,13.77000,3.62000,Global Equity
0.52000,1.42000,0.84000,1.42000,4.34000,0.99000,Short Term Target Date Portfolio
0.74000,1.98000,2.67000,1.98000,7.44000,2.05000,2030 Target Date Portfolio
0.86000,2.14000,3.69000,2.14000,10.11000,2.85000,2035+ Target Date Portfolio
0.96000,2.27000,4.56000,2.27000,12.00000,3.31000,2035+ Target Date Portfolio
1.08000,2.40000,5.50000,2.40000,14.20000,4.02000,Global Equity
0.58000,2.91000,5.99000,2.91000,12.54000,4.57000,Canadian Equity Balanced
1.61000,2.61000,3.03000,2.61000,8.87000,1.32000,Canadian Neutral Balanced
1.21000,1.62000,4.70000,1.62000,11.62000,2.81000,Canadian Equity
-2.23000,-7.10000,-0.38000,-7.10000,25.76000,3.95000,Natural Resources Equity
0.36000,1.09000,-0.45000,1.09000,2.32000,0.14000,Canadian Fixed Income Balanced
0.18000,0.63000,-3.10000,0.63000,-0.28000,-0.97000,Canadian Fixed Income
0.60000,1.11000,7.38000,1.11000,15.86000,4.45000,Canadian Dividend & Income Equity
0.93000,2.08000,2.82000,2.08000,8.16000,2.01000,Canadian Equity Balanced
0.87000,3.57000,2.62000,3.57000,4.45000,4.02000,Global Equity
0.49000,1.98000,1.47000,1.98000,7.49000,2.34000,Canadian Equity Balanced
0.77000,1.07000,4.34000,1.07000,9.87000,5.62000,Canadian Equity Balanced
0.68000,1.99000,1.45000,1.99000,6.32000,2.13000,Canadian Fixed Income Balanced
3.13000,4.45000,2.64000,4.45000,7.20000,-0.98000,International Equity
1.84000,1.70000,3.57000,1.70000,14.12000,8.04000,Canadian Focused Small/Mid Cap Equity
-2.39000,9.19000,-11.84000,9.19000,27.82000,26.27000,Precious Metals Equity
3.13000,9.23000,10.26000,9.23000,21.64000,11.85000,Sector Equity
-0.79000,2.52000,10.22000,2.52000,13.17000,5.36000,U.S. Equity
1.29000,2.25000,6.50000,2.25000,15.60000,5.43000,Canadian Equity Balanced
0.55000,1.15000,5.89000,1.15000,14.80000,3.56000,Canadian Dividend & Income Equity
0.42000,1.01000,-1.74000,1.01000,1.57000,0.62000,Canadian Fixed Income
1.26000,4.26000,2.68000,4.26000,7.71000,3.18000,Canadian Equity Balanced
1.70000,5.36000,5.72000,5.36000,12.29000,6.04000,Canadian Focused Equity
1.18000,2.71000,8.00000,2.71000,15.93000,6.21000,Canadian Dividend & Income Equity
-2.14000,-6.85000,0.15000,-6.85000,27.07000,5.08000,Natural Resources Equity
-0.28000,1.51000,2.74000,1.51000,10.84000,2.71000,High Yield Fixed Income
0.89000,2.83000,13.87000,2.83000,22.69000,2.16000,Canadian Focused Equity
2.22000,9.88000,15.67000,9.88000,23.07000,-1.94000,Global Small/Mid Cap Equity
-0.46000,3.12000,15.79000,3.12000,23.11000,3.43000,Global Equity
-0.43000,3.30000,15.88000,3.30000,22.74000,3.73000,Global Equity
1.25000,6.95000,7.06000,6.95000,13.58000,1.95000,Global Equity
2.44000,7.10000,9.33000,7.10000,15.61000,9.90000,Global Equity
1.60000,4.13000,7.42000,4.13000,13.91000,0.77000,Global Small/Mid Cap Equity
2.38000,3.78000,6.73000,3.78000,15.41000,2.00000,Canadian Focused Equity
0.85000,2.15000,1.86000,2.15000,7.21000,2.73000,Canadian Fixed Income Balanced
0.84000,1.42000,5.93000,1.42000,10.26000,6.15000,Canadian Focused Equity
0.92000,3.72000,2.99000,3.72000,5.18000,4.79000,Global Equity
0.69000,3.57000,3.00000,3.57000,5.13000,3.16000,Global Equity
0.76000,4.75000,1.48000,4.75000,2.55000,2.11000,Global Equity
1.42000,5.78000,2.80000,5.78000,6.00000,2.81000,Global Equity Balanced
1.21000,3.45000,6.29000,3.45000,14.48000,4.61000,Canadian Neutral Balanced
1.18000,3.42000,6.26000,3.42000,14.43000,4.70000,Canadian Neutral Balanced
-0.64000,4.59000,4.66000,4.59000,8.76000,-1.68000,U.S. Equity
-0.25000,4.28000,3.60000,4.28000,8.64000,1.36000,U.S. Equity
1.59000,5.87000,6.90000,5.87000,17.48000,4.49000,U.S. Small/Mid Cap Equity
0.63000,1.71000,1.86000,1.71000,6.06000,1.61000,2025 Target Date Portfolio
0.80000,2.11000,3.25000,2.11000,8.73000,2.47000,2035 Target Date Portfolio
0.92000,2.22000,4.14000,2.22000,11.22000,3.15000,2035+ Target Date Portfolio
0.89000,2.09000,3.82000,2.09000,11.01000,3.15000,Global Equity Balanced
1.34000,6.48000,10.58000,6.48000,20.68000,8.09000,U.S. Equity
0.71000,1.89000,2.53000,1.89000,7.18000,1.97000,Global Neutral Balanced
0.94000,3.16000,9.20000,3.16000,17.29000,6.50000,Canadian Focused Equity
0.73000,0.85000,5.45000,0.85000,13.07000,1.91000,Canadian Equity
0.52000,-0.03000,3.05000,-0.03000,13.53000,1.59000,Canadian Focused Equity
0.23000,0.76000,-2.99000,0.76000,-0.24000,-0.73000,Canadian Fixed Income
0.54000,1.65000,2.82000,1.65000,7.45000,1.24000,Canadian Neutral Balanced
1.12000,2.54000,7.64000,2.54000,15.18000,5.51000,Canadian Dividend & Income Equity
0.29000,0.86000,-2.44000,0.86000,0.33000,-0.76000,Canadian Fixed Income
1.95000,5.32000,5.83000,5.32000,12.47000,0.56000,Global Equity
0.38000,3.05000,6.59000,3.05000,12.46000,1.00000,North American Equity
0.83000,0.22000,4.83000,0.22000,16.82000,5.22000,Canadian Small/Mid Cap Equity
0.35000,0.90000,1.01000,0.90000,4.84000,1.58000,Canadian Fixed Income Balanced
3.09000,6.81000,6.92000,6.81000,15.28000,1.23000,International Equity
0.49000,1.33000,0.80000,1.33000,4.10000,0.79000,Canadian Fixed Income Balanced
0.16000,0.44000,-1.10000,0.44000,-0.77000,-0.67000,Canadian Fixed Income
0.29000,0.29000,1.22000,0.29000,2.32000,1.78000,Miscellaneous - Income and Real Property
2.27000,4.67000,5.47000,4.67000,20.72000,2.73000,Global Small/Mid Cap Equity
1.13000,7.76000,10.88000,7.76000,20.84000,6.84000,U.S. Equity
1.25000,2.13000,6.26000,2.13000,15.08000,4.95000,Canadian Equity Balanced
1.57000,2.65000,9.65000,2.65000,21.14000,7.37000,Canadian Equity
1.43000,3.25000,4.17000,3.25000,10.39000,5.77000,Canadian Equity Balanced
1.87000,4.34000,7.24000,4.34000,15.09000,8.70000,Canadian Focused Equity
1.09000,1.12000,4.49000,1.12000,11.86000,5.48000,Canadian Focused Equity
0.01000,0.01000,0.01000,0.01000,0.01000,0.05000,Canadian Money Market
-2.30000,-5.93000,-1.28000,-5.93000,23.98000,2.51000,Natural Resources Equity
0.80000,2.67000,9.36000,2.67000,19.20000,1.49000,Canadian Equity Balanced
0.92000,3.00000,14.12000,3.00000,23.83000,2.75000,Canadian Focused Equity
2.05000,10.96000,14.02000,10.96000,20.08000,-4.33000,Global Small/Mid Cap Equity
-0.40000,3.38000,16.05000,3.38000,23.11000,4.05000,Global Equity
-0.59000,4.31000,14.23000,4.31000,19.76000,1.20000,Global Equity
1.08000,8.00000,5.54000,8.00000,10.83000,-0.54000,Global Equity
2.27000,8.15000,7.77000,8.15000,12.80000,7.22000,Global Equity
1.61000,4.31000,4.69000,4.31000,8.93000,5.26000,Global Neutral Balanced
0.86000,2.15000,1.87000,2.15000,7.22000,2.74000,Canadian Fixed Income Balanced
0.90000,1.20000,5.34000,1.20000,10.60000,5.98000,Canadian Equity Balanced
1.14000,2.16000,-0.33000,2.16000,1.01000,1.73000,European Equity
0.75000,4.74000,1.52000,4.74000,2.63000,2.22000,Global Equity
0.92000,3.73000,2.94000,3.73000,5.10000,4.67000,Global Equity
1.59000,4.76000,4.29000,4.76000,8.64000,5.38000,Global Equity Balanced
-2.33000,9.47000,-11.39000,9.47000,29.08000,27.54000,Precious Metals Equity
1.04000,4.46000,4.78000,4.46000,11.70000,2.06000,Canadian Neutral Balanced
-0.48000,3.57000,6.17000,3.57000,11.47000,0.79000,U.S. Equity
-0.08000,3.27000,5.09000,3.27000,11.34000,3.90000,U.S. Equity
1.76000,4.84000,8.45000,4.84000,20.40000,7.11000,U.S. Small/Mid Cap Equity
1.81000,6.01000,7.47000,6.01000,19.25000,4.84000,U.S. Small/Mid Cap Equity
1.12000,3.25000,3.78000,3.25000,9.01000,2.76000,Global Fixed Income Balanced
1.12000,3.25000,3.78000,3.25000,9.02000,2.77000,Global Fixed Income Balanced
1.14000,2.50000,1.89000,2.50000,6.72000,3.35000,Canadian Neutral Balanced
1.26000,5.63000,8.33000,5.63000,11.88000,4.47000,Canadian Focused Equity
1.37000,3.06000,6.42000,3.06000,9.51000,4.93000,Canadian Focused Equity
-0.07000,1.64000,2.43000,1.64000,10.18000,2.46000,Global Neutral Balanced
0.77000,2.47000,2.43000,2.47000,8.82000,2.65000,Tactical Balanced
0.77000,2.48000,2.44000,2.48000,8.84000,2.66000,Tactical Balanced
0.78000,3.03000,6.58000,3.03000,14.48000,1.75000,Global Neutral Balanced
-0.02000,1.85000,3.25000,1.85000,11.68000,3.09000,High Yield Fixed Income
1.21000,3.23000,1.57000,3.23000,6.38000,3.22000,Global Equity Balanced
0.19000,0.58000,1.20000,0.58000,3.13000,-1.66000,Canadian Neutral Balanced
0.19000,0.58000,1.20000,0.58000,3.13000,-1.66000,Canadian Neutral Balanced
0.32000,0.83000,2.06000,0.83000,6.38000,-1.11000,Global Equity Balanced
0.84000,1.66000,1.07000,1.66000,7.47000,1.66000,Canadian Equity Balanced
0.84000,1.66000,1.07000,1.66000,7.48000,1.66000,Canadian Equity Balanced
0.02000,1.35000,0.48000,1.35000,6.86000,0.79000,Canadian Neutral Balanced
0.66000,3.04000,3.94000,3.04000,8.47000,1.93000,Global Equity Balanced
0.44000,1.04000,0.34000,1.04000,4.96000,2.29000,Canadian Neutral Balanced
-0.71000,0.21000,1.81000,0.21000,9.43000,2.51000,Floating Rate Loan
2.89000,6.36000,1.78000,6.36000,14.01000,1.63000,Global Infrastructure Equity
0.05000,0.14000,0.29000,0.14000,0.62000,0.69000,Canadian Money Market
0.05000,0.14000,0.29000,0.14000,0.62000,0.69000,Canadian Money Market
1.30000,2.99000,4.44000,2.99000,13.07000,4.39000,Canadian Dividend & Income Equity
2.20000,2.83000,4.41000,2.83000,8.59000,3.62000,Canadian Focused Equity
0.85000,2.15000,1.51000,2.15000,6.48000,2.06000,Canadian Fixed Income Balanced
0.66000,2.95000,2.20000,2.95000,5.43000,2.73000,Canadian Neutral Balanced
0.62000,2.85000,2.13000,2.85000,5.27000,2.67000,Canadian Neutral Balanced
0.60000,2.78000,1.93000,2.78000,4.93000,2.36000,Canadian Neutral Balanced
0.61000,2.83000,2.03000,2.83000,5.13000,2.55000,Canadian Neutral Balanced
0.61000,2.83000,2.03000,2.83000,5.13000,2.55000,Canadian Neutral Balanced
1.25000,3.19000,5.20000,3.19000,10.53000,3.38000,Global Equity Balanced
0.43000,1.56000,1.54000,1.56000,7.38000,1.19000,Canadian Equity Balanced
0.99000,3.22000,3.38000,3.22000,9.16000,2.77000,Global Neutral Balanced
0.99000,3.22000,3.38000,3.22000,9.18000,2.78000,Global Neutral Balanced
0.54000,1.77000,-0.12000,1.77000,4.52000,1.01000,Canadian Fixed Income Balanced
1.16000,3.53000,3.38000,3.53000,8.90000,2.55000,Global Neutral Balanced
1.16000,3.53000,3.39000,3.53000,8.91000,2.57000,Global Neutral Balanced
1.37000,3.98000,4.69000,3.98000,11.03000,3.54000,Global Equity Balanced
0.82000,2.46000,1.72000,2.46000,7.11000,2.07000,Canadian Fixed Income Balanced
0.82000,2.46000,1.71000,2.46000,7.10000,2.06000,Canadian Fixed Income Balanced
0.18000,0.93000,-0.70000,0.93000,2.43000,1.47000,High Yield Fixed Income
0.56000,2.65000,7.23000,2.65000,14.79000,5.86000,Canadian Equity Balanced
0.56000,2.65000,7.23000,2.65000,14.80000,5.87000,Canadian Equity Balanced
0.10000,4.40000,6.86000,4.40000,13.74000,7.03000,U.S. Equity
3.81000,7.78000,1.12000,7.78000,7.15000,4.06000,International Equity
0.84000,3.35000,3.70000,3.35000,11.70000,3.14000,Global Fixed Income Balanced
0.77000,3.11000,3.76000,3.11000,9.17000,3.63000,Global Neutral Balanced
1.40000,4.16000,4.36000,4.16000,10.73000,2.11000,Global Equity
1.23000,3.77000,3.89000,3.77000,8.61000,2.04000,Global Equity Balanced
1.12000,3.25000,3.77000,3.25000,9.00000,2.76000,Global Fixed Income Balanced
1.14000,2.50000,1.89000,2.50000,6.72000,3.35000,Canadian Neutral Balanced
1.37000,3.20000,4.92000,3.20000,13.04000,5.27000,Canadian Dividend & Income Equity
0.54000,1.72000,1.78000,1.72000,8.25000,1.97000,Canadian Neutral Balanced
-0.07000,1.64000,2.43000,1.64000,10.18000,2.46000,Global Neutral Balanced
-0.07000,1.64000,2.43000,1.64000,10.18000,2.46000,Global Neutral Balanced
0.77000,2.47000,2.43000,2.47000,8.82000,2.65000,Tactical Balanced
0.78000,3.03000,6.58000,3.03000,14.48000,1.75000,Global Neutral Balanced
0.78000,3.04000,6.59000,3.04000,14.50000,1.77000,Global Neutral Balanced
1.21000,3.23000,1.57000,3.23000,6.38000,3.22000,Global Equity Balanced
1.21000,3.22000,1.56000,3.22000,6.37000,3.21000,Global Equity Balanced
0.19000,0.58000,1.20000,0.58000,3.13000,-1.66000,Canadian Neutral Balanced
0.32000,0.83000,2.06000,0.83000,6.38000,-1.11000,Global Equity Balanced
0.32000,0.83000,2.05000,0.83000,6.38000,-1.11000,Global Equity Balanced
0.84000,1.66000,1.07000,1.66000,7.47000,1.66000,Canadian Equity Balanced
