0,1
0.010,-0.007
0.020,0.021
0.030,0.049
0.040,0.075
0.050,0.100
0.060,0.124
0.070,0.147
0.080,0.170
0.090,0.192
0.100,0.213
0.110,0.233
0.120,0.254
0.130,0.274
0.140,0.294
