return,2.76019
cagr,0.08565
vol,0.11844
sharpe,0.21004
beta,0.65159
alpha,0.05064
te,0.11212
var,-0.14571
ir,-0.40335
tr,0.96815
skew,-0.26828
kurt,3.34626
mer,1.08206
bmer,2.04000
