return,5.49716
cagr,0.12311
vol,0.08904
sharpe,0.78502
beta,0.35491
alpha,0.09667
te,0.11444
var,-0.05835
ir,-0.36368
tr,1.04871
skew,-0.12862
kurt,3.55005
mer,0.70358
bmer,2.04000
