return,6.28592
cagr,0.13386
vol,0.11434
sharpe,0.59939
beta,0.53959
alpha,0.09832
te,0.11893
var,-0.09615
ir,-0.33379
tr,0.98982
skew,-0.36159
kurt,3.71565
mer,1.59793
bmer,2.04000
